Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,0.02157851260696561,-0.11027522357458885,0.09209023694272034,
0.002466875,0.015348547313966045,-0.11501980997844552,0.13875702842136306,
0.004934011,0.008450324228888896,-0.1264724825042408,0.17800467669216857,
0.00740099,0.006760259383111117,-0.14903441224240632,0.2019847350060786,
0.009868698,-0.006077342301059635,-0.14602716091269952,0.23624370231150316,
0.012336094,8.808995728104285E-4,-0.14936410048003756,0.25790823089217163,
0.014803021,-0.005038053755409805,-0.16734775430675952,0.2828974770477224,
0.017270365,0.011283620425504619,-0.14153523068997553,0.31628761664794425,
0.019737552,0.0032841229267455557,-0.14194205460050335,0.3391720610917943,
0.022204479,-0.014601024879810222,-0.1346104864843578,0.35963263178359206,
0.024671354,-0.0499659807136035,-0.1306594709211899,0.37959071846398373,
0.027138073,-0.0476298170308571,-0.1160131295247327,0.38789956451728,
0.029605157,0.007838339645043935,-0.0947247663913926,0.3811471357446834,
0.032071927,0.057955644359887384,-0.10832220870484993,0.38531703110551163,
0.034538594,0.09230670279717504,-0.08091497864906061,0.3695100335758159,
0.037006407,0.06810259776477862,-0.07047477123406781,0.3283892463430753,
0.039473907,0.04299652542404214,-0.07169387147639,0.30482489194750784,
0.041940938,0.02674019309466584,-0.07673695409944692,0.26491704246425485,
0.044408646,0.027134918948694103,-0.05947532434980901,0.24064762322921673,
0.046876302,0.04467904073451681,-0.06672282759126691,0.22314630292907722,
0.049344063,0.05488581261996209,-0.04572124674937461,0.19383076304638713,
0.051811302,0.0381658737020793,-0.036576997399499656,0.1646356858765632,
0.054278073,0.007561605307030872,-0.033090099620954716,0.1642509681348443,
0.056745677,-0.020750334952220756,-0.011158025207628042,0.1486294732383442,
0.059213177,-0.014686011150634642,-0.00701215739449601,0.12847465403012848,
0.061680313,0.005479514300698957,-0.009438227616951789,0.10660815339988439,
0.064147657,0.029268967866798168,-0.017121895951593635,0.0699728020167818,
0.066615157,0.044472017097393624,-0.006040465674849116,0.033006897619284103,
0.069083125,0.016435033645566283,-0.016317925327660077,-0.015707976777619592,
0.071550625,0.007405250522562634,0.013745267014788454,-0.06808014484983005,
0.074017709,0.026981043222005174,-4.893391759500099E-4,-0.09083496548923797,
0.076485573,0.013927795412107313,0.020904648349181376,-0.1360773962195161,
0.078952917,0.0015709463135115398,0.014809479749596566,-0.17011832566701912,
0.081420104,-0.010228795736971524,0.017590348272638723,-0.18203658558244307,
0.083887709,-0.017754326605751547,0.035129121422066034,-0.20305724698157945,
0.086355261,-0.0371745549392338,0.03193179883900782,-0.2026450773704198,
0.088823021,-0.03739667715641937,0.023631200141457698,-0.21762982532407094,
0.091290104,-0.0452314021747357,0.04570456739008266,-0.21238892495652095,
0.093757032,-0.032356608117504626,0.03464939114045973,-0.21202463483826328,
0.096225,-0.03354231969903605,0.043033591243361424,-0.21173396568311098,
0.098692396,-0.030662369381512775,0.045912401940612024,-0.2229859579468787,
0.101159323,-0.02261563869406824,0.027158631536315314,-0.2360555449219568,
0.103626563,-0.02574954416028695,0.048526536347826665,-0.23670133901373802,
0.106093854,-0.011028345312055238,0.034992703535048464,-0.23147456608403694,
0.108561719,-0.008822676249644196,0.03565119007260664,-0.2253789326523865,
0.111029167,-0.010886654621999295,0.020863924813517454,-0.209017135379721,
0.113496407,-0.018280613713773763,0.022433904323775344,-0.22272747173151153,
0.115964375,-0.022281527156283606,0.037089703491368864,-0.21646704208247414,
0.118431563,-0.04653909177354984,0.016271971075565772,-0.21720134362691645,
0.120898386,-0.03531701660769791,0.016846078561807587,-0.20247506415934602,
0.123365729,-0.020596580081125984,0.015391125621052493,-0.19643668584896012,
0.125833073,0.0026653159674478455,0.014227163268448417,-0.13417800468502783,
0.128301042,0.0021322527739582806,0.01903875785932657,-0.11691424212692958,
0.130768438,-0.011694004399523866,0.02097379460228055,-0.09544560878943464,
0.133235469,-0.01318372012213527,0.026350325697998778,-0.04764249777373486,
0.135703386,-0.016289749511366358,0.019165997786792566,-0.0304571378674261,
0.138170677,-0.00346050959291877,-0.001895519031308135,5.198487880910818E-4,
0.140637813,0.001060108928181161,0.004226349247914873,0.0023300941183634905,
0.143105469,0.006590860556203074,-0.004275947846235972,0.021006989113050878,
0.145573021,0.001444174822678522,0.0176360845269663,0.012977161114658742,
0.148040834,0.003069596669284788,0.006451840377005136,0.03335230994641414,
0.150508177,0.01202696735160215,0.02430405233395272,0.03242449322080354,
0.152975417,0.019192863897456044,0.019443241867162175,0.04699672348289319,
0.155443334,0.023011324322997184,0.005983303477555435,0.0624829378683458,
0.157910469,0.03180886905732047,0.016272171727967244,0.07295693134936343,
0.160377396,0.0407611556954566,0.016846262925586664,0.09473715762831958,
0.16284474,0.019209120917907024,0.007734245867507872,0.10641716750890495,
0.165312084,0.019195810356609555,0.013844423938574213,0.13299063708329584,
0.167780157,0.013442391474145679,0.0072470136076464575,0.14850600453968354,
0.170247761,0.03181075598327163,0.003883348114510743,0.14943300797744996,
0.172714688,0.027362855637294792,0.0031066784916086165,0.16189946424328738,
0.175182604,0.03337583729761659,0.004399605564893383,0.15249091538877124,
0.177650261,0.02670066983809327,-0.009880107265614557,0.14304909827781387,
0.180117396,0.04050311590282324,-0.02321816414348532,0.12783954717693824,
0.182584792,0.02283120270608427,-0.02814582133096255,0.1309848640599096,
0.185052709,0.027836252181041743,-0.030173684309337867,0.13158766541785027,
0.187521094,0.029926040910330215,-0.02796747299068314,0.11675618580107638,
0.189988698,0.020112307185051276,-0.016631190077727176,0.10297602408031459,
0.192455938,0.01417559489736353,-0.015219214833788186,0.0957803248794864,
0.194923646,0.0036834367523940204,-0.04280350468715999,0.0919387435461676,
0.197390729,-0.0238528578750013,-0.036157066521334436,0.0735509948369355,
0.1998575,-0.009510996283826706,-0.03658268046163543,0.1066969360062675,
0.202324688,0.0019624929891129683,-0.033094669912521246,0.11024310788704561,
0.204791979,-0.01948684841266471,-0.011161657599023378,0.09202291648541916,
0.207259636,-0.006018188713957456,-0.022329141638605887,0.07170411810044364,
0.209727032,-0.006728801821843461,-0.015949050539278253,0.06310593974402678,
0.212194167,-0.007297304229081231,-0.020416267675990474,0.07154188070147072,
0.214661875,-0.003923580611658539,-0.03164709247178604,0.051490096358051574,
0.217129063,0.00834667637752498,-0.017660622891003064,0.03353521673487947,
0.219596146,0.0047630902513425,-0.00455720829662809,0.030656603563684826,
0.222063542,-0.02490340380791342,-0.024702609441257517,0.013039992323605532,
0.224530677,-0.018008466235188758,-0.03124764034078681,-0.0067959419321308445,
0.226998542,-0.014406772988151018,-0.01734108502806153,-0.03415074280351682,
0.229466042,-0.03449651204515339,-4.73052463062007E-4,-0.06369144385218917,
0.231932552,-0.03142572921887113,0.009192848045724733,-0.04903893999386,
0.234399792,-0.038540387013555166,-0.004131274351200975,-0.05263142054977621,
0.236866667,-0.03657508600473451,-0.009047807795780127,-0.05550464205505534,
0.239333073,-0.02543155518150368,0.0023330676214081136,-0.05206057399560571,
0.241799948,-0.02225950095634492,0.001866454097126491,-0.051220297575390816,
0.244267032,-0.023550374178734082,0.016807217766836968,-0.04671888332398488,
0.246734792,-0.016926042531845306,0.017274299756682487,-0.05843147262598336,
0.249202136,-0.002055284217927722,0.015733678735094514,-0.05823123156758214,
0.25166875,-0.005472740996626119,0.027901021319069297,-0.05615606069351742,
0.25413625,-0.008206712380049302,0.0338063698430362,-0.04683906364270385,
0.25660349,-0.008479626715181404,0.05001617760813254,-0.03747125091416237,
0.259070209,-0.008697961163519327,0.05724128318910615,-0.031891215819220164,
0.261537396,-0.018443915758131743,0.047707265481033434,-0.025512972655375776,
0.264004792,-0.007098102381705287,0.04390860069964608,-0.04721015229422321,
0.266472396,0.003892808110810081,0.060012248906884835,-0.04351076709905044,
0.268939479,0.020342569709854735,0.061409590843037154,-0.03863704385502231,
0.271406302,0.02393108897291614,0.0644417271635655,-0.021338559644565436,
0.273873959,0.00957358116215859,0.055381907274065334,1.5785101481746722E-4,
0.276341354,-0.01531223170513793,0.06536236862320732,-0.001787934276036296,
0.278808073,-0.027563851774175044,0.05037563212695939,0.0023980827549525685,
0.281275209,-0.008651274800649547,0.03838624292996107,-0.0019099639718191952,
0.283742604,7.360133645127054E-4,0.05368009991953038,-0.02449931517159598,
0.286209844,0.004417330274358575,0.023801499903275625,-0.055970301746651074,
0.288676563,0.024590701062977463,0.007555623292981872,-0.058415310000835774,
0.29114349,0.010101270834207657,0.002216020774888472,-0.07544623725848076,
0.293611459,0.01765230668354044,-0.013541285552940763,-0.08715676397670613,
0.296078854,0.006464812141800003,-0.026147082931488375,-0.08695334697238088,
0.298545782,-0.004399440302734314,-0.024746191888403657,-0.08870559139626266,
0.301012813,0.02328006099519353,-0.03511100799985867,-0.08819240890802504,
0.303479792,0.0511664324669617,-0.03000304532963549,-0.07055392712642039,
0.305947657,0.05241869876135012,-0.045059279067663494,-0.05261471152535435,
0.308415104,0.051506249025254414,-0.04179021156895013,-0.04400598430817482,
0.310882084,0.03163370920402922,-0.044917722042940866,-0.027547927094977,
0.313349688,0.017649940118655505,-0.05507675766670128,-0.010553051148637138,
0.315816979,0.010291426551711502,-0.02300456332940598,0.012614687987341,
0.318284375,-0.0013381487748051202,-0.026060677908092633,0.048376815087138425,
0.32075224,0.012329296539543122,-0.026591306799435555,0.04827252750916422,
0.323219688,0.002206398066137677,-0.03658712377054213,0.038618022007330666,
0.325687396,0.026650474879149177,-0.029269699016433726,0.027065987430082927,
0.32815474,0.01940611713171292,-0.05787239373463138,0.01973857485617536,
0.330621771,2.10839216234604E-4,-0.057783467775485875,0.015790859884941,
0.333089688,0.005911435845949109,-0.04431251144878229,0.022203763347405925,
